id,shop_no,original_name,clean_name,district,excise_range,search_query,google_maps_url,address,latitude,longitude,rating,reviews_count,timings,phone_number,signature_dishes,vibe_summary,geocoded,menu_extracted,verified,website
86,5,Sarkara,Sarkara,Thiruvananthapuram,Chirayinkeezhu,"Sarkara Toddy Shop, Chirayinkeezhu, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
87,6,Chirayinkeezhu,Chirayinkeezhu,Thiruvananthapuram,Chirayinkeezhu,"Chirayinkeezhu Toddy Shop, Chirayinkeezhu, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
88,7,Mudapuram,Mudapuram,Thiruvananthapuram,Chirayinkeezhu,"Mudapuram Toddy Shop, Chirayinkeezhu, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
89,8,Velivilakom,Velivilakom,Thiruvananthapuram,Chirayinkeezhu,"Velivilakom Toddy Shop, Chirayinkeezhu, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
90,9,Mambilly,Mambilly,Thiruvananthapuram,Chirayinkeezhu,"Mambilly Toddy Shop, Chirayinkeezhu, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
91,10,Poothura,Poothura,Thiruvananthapuram,Chirayinkeezhu,"Poothura Toddy Shop, Chirayinkeezhu, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
92,1,Oonninmoddu,Oonninmoddu,Thiruvananthapuram,Varkala,"Oonninmoddu Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
93,2,Palayamkunnu,Palayamkunnu,Thiruvananthapuram,Varkala,"Palayamkunnu Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
94,3,Ayiroor,Ayiroor,Thiruvananthapuram,Varkala,"Ayiroor Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
95,4,Thattupalam,Thattupalam,Thiruvananthapuram,Varkala,"Thattupalam Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
96,5,Kadambattukonam,Kadambattukonam,Thiruvananthapuram,Varkala,"Kadambattukonam Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
97,6,Edava,Edava,Thiruvananthapuram,Varkala,"Edava Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
98,7,Varkala,Varkala,Thiruvananthapuram,Varkala,"Varkala Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
99,8,Vilabhagom,Vilabhagom,Thiruvananthapuram,Varkala,"Vilabhagom Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
100,9,Cherunniyoor,Cherunniyoor,Thiruvananthapuram,Varkala,"Cherunniyoor Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
101,10,Keezhattingal,Keezhattingal,Thiruvananthapuram,Varkala,"Keezhattingal Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
102,11,Ottoor,Ottoor,Thiruvananthapuram,Varkala,"Ottoor Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
103,12,Vadaserikonam,Vadaserikonam,Thiruvananthapuram,Varkala,"Vadaserikonam Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
104,13,Pakalkuri,Pakalkuri,Thiruvananthapuram,Varkala,"Pakalkuri Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
105,14,Pallikkal,Pallikkal,Thiruvananthapuram,Varkala,"Pallikkal Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
106,15,Madavoor,Madavoor,Thiruvananthapuram,Varkala,"Madavoor Toddy Shop, Varkala, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
107,1,Nagaroor,Nagaroor,Thiruvananthapuram,Kilimanoor,"Nagaroor Toddy Shop, Kilimanoor, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
108,2,Choottayil,Choottayil,Thiruvananthapuram,Kilimanoor,"Choottayil Toddy Shop, Kilimanoor, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
109,3,Kilimanoor,Kilimanoor,Thiruvananthapuram,Kilimanoor,"Kilimanoor Toddy Shop, Kilimanoor, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
110,4,Karette,Karette,Thiruvananthapuram,Kilimanoor,"Karette Toddy Shop, Kilimanoor, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
111,5,Thalikuzhi,Thalikuzhi,Thiruvananthapuram,Kilimanoor,"Thalikuzhi Toddy Shop, Kilimanoor, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
112,6,Njarakkattuvila,Njarakkattuvila,Thiruvananthapuram,Kilimanoor,"Njarakkattuvila Toddy Shop, Kilimanoor, Thiruvananthapuram, Kerala, India",,,,,,,,,,,0,0,0,
113,1,Sakthikulangara,Sakthikulangara,Kollam,Kilimanoor,"Sakthikulangara Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
114,2,Kavanadu,Kavanadu,Kollam,Kilimanoor,"Kavanadu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
115,3,Vallikkeezhu,Vallikkeezhu,Kollam,Kilimanoor,"Vallikkeezhu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
116,4,Kochumaruthadi,Kochumaruthadi,Kollam,Kilimanoor,"Kochumaruthadi Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
117,5,Kuripuzha,Kuripuzha,Kollam,Kilimanoor,"Kuripuzha Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
118,6,Thirumullavaram,Thirumullavaram,Kollam,Kilimanoor,"Thirumullavaram Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
119,7,Olayil,Olayil,Kollam,Kilimanoor,"Olayil Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
120,8,Pullikkada,Pullikkada,Kollam,Kilimanoor,"Pullikkada Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
121,9,Ashramam,Ashramam,Kollam,Kilimanoor,"Ashramam Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
122,10,Kuravanpalam,Kuravanpalam,Kollam,Kilimanoor,"Kuravanpalam Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
123,11,Randamkutty,Randamkutty,Kollam,Kilimanoor,"Randamkutty Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
124,12,Kandachira,Kandachira,Kollam,Kilimanoor,"Kandachira Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
125,13,Chandanathop,Chandanathop,Kollam,Kilimanoor,"Chandanathop Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
126,14,Kilikolloor,Kilikolloor,Kollam,Kilimanoor,"Kilikolloor Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
127,15,Peroor,Peroor,Kollam,Kilimanoor,"Peroor Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
128,16,Kundara,Kundara,Kollam,Kilimanoor,"Kundara Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
129,17,Kavalamukku,Kavalamukku,Kollam,Kilimanoor,"Kavalamukku Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
130,18,Decent mukku,Decent mukku,Kollam,Kilimanoor,"Decent mukku Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
131,19,Punthalathazham,Punthalathazham,Kollam,Kilimanoor,"Punthalathazham Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
132,20,Eravipuram,Eravipuram,Kollam,Kilimanoor,"Eravipuram Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
133,21,Contonment,Contonment,Kollam,Kilimanoor,"Contonment Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
134,22,Kadavoor,Kadavoor,Kollam,Kilimanoor,"Kadavoor Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
135,23,Neeravil,Neeravil,Kollam,Kilimanoor,"Neeravil Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
136,24,Kuppana,Kuppana,Kollam,Kilimanoor,"Kuppana Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
137,25,Anchalummoodu,Anchalummoodu,Kollam,Kilimanoor,"Anchalummoodu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
138,26,Thannikkamukku,Thannikkamukku,Kollam,Kilimanoor,"Thannikkamukku Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
139,27,Prakkulam,Prakkulam,Kollam,Kilimanoor,"Prakkulam Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
140,28,Manalikkada,Manalikkada,Kollam,Kilimanoor,"Manalikkada Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
141,29,Enchavila,Enchavila,Kollam,Kilimanoor,"Enchavila Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
142,30,Velliman,Velliman,Kollam,Kilimanoor,"Velliman Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
143,31,Pezhumthuruth,Pezhumthuruth,Kollam,Kilimanoor,"Pezhumthuruth Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
144,32,Chemmakkadu,Chemmakkadu,Kollam,Kilimanoor,"Chemmakkadu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
145,33,Cherumoodu,Cherumoodu,Kollam,Kilimanoor,"Cherumoodu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
146,34,Kandaramkani,Kandaramkani,Kollam,Kilimanoor,"Kandaramkani Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
147,35,Mandrothuruth,Mandrothuruth,Kollam,Kilimanoor,"Mandrothuruth Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
148,36,Kochupilamoodu,Kochupilamoodu,Kollam,Kilimanoor,"Kochupilamoodu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
149,37,Onambalam,Onambalam,Kollam,Kilimanoor,"Onambalam Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
150,38,Cheekelkadavu,Cheekelkadavu,Kollam,Kilimanoor,"Cheekelkadavu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
151,39,Thekkemuri,Thekkemuri,Kollam,Kilimanoor,"Thekkemuri Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
152,40,Kanjirakodu,Kanjirakodu,Kollam,Kilimanoor,"Kanjirakodu Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
153,41,Mulavana,Mulavana,Kollam,Kilimanoor,"Mulavana Toddy Shop, Kilimanoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
154,1,Umayanallur,Umayanallur,Kollam,Chathannoor,"Umayanallur Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
155,2,Parakkulam,Parakkulam,Kollam,Chathannoor,"Parakkulam Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
156,3,Layaruveli,Layaruveli,Kollam,Chathannoor,"Layaruveli Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
157,4,Kandachira,Kandachira,Kollam,Chathannoor,"Kandachira Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
158,5,Mayyanadu,Mayyanadu,Kollam,Chathannoor,"Mayyanadu Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
159,6,Nedungolam,Nedungolam,Kollam,Chathannoor,"Nedungolam Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
160,7,Meenadu,Meenadu,Kollam,Chathannoor,"Meenadu Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
161,8,Pookulam,Pookulam,Kollam,Chathannoor,"Pookulam Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
162,9,Poothakkulam,Poothakkulam,Kollam,Chathannoor,"Poothakkulam Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
163,10,Parippally,Parippally,Kollam,Chathannoor,"Parippally Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
164,11,Kadampattukonam,Kadampattukonam,Kollam,Chathannoor,"Kadampattukonam Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
165,12,Kalluvathukkal,Kalluvathukkal,Kollam,Chathannoor,"Kalluvathukkal Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
166,13,Chathannur,Chathannur,Kollam,Chathannoor,"Chathannur Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
167,14,Seemattimukku,Seemattimukku,Kollam,Chathannoor,"Seemattimukku Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
168,15,Thazhuthala,Thazhuthala,Kollam,Chathannoor,"Thazhuthala Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
169,16,Adichanallur,Adichanallur,Kollam,Chathannoor,"Adichanallur Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
170,17,Mylakkadu,Mylakkadu,Kollam,Chathannoor,"Mylakkadu Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
171,18,Kannanallur,Kannanallur,Kollam,Chathannoor,"Kannanallur Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
172,19,Mukhathala,Mukhathala,Kollam,Chathannoor,"Mukhathala Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
173,20,Nallila,Nallila,Kollam,Chathannoor,"Nallila Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
174,21,Paravur,Paravur,Kollam,Chathannoor,"Paravur Toddy Shop, Chathannoor, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
175,1,Neendakara,Neendakara,Kollam,Karunagapplly,"Neendakara Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
176,2,Parimanom,Parimanom,Kollam,Karunagapplly,"Parimanom Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
177,3,Thekkumbhagam,Thekkumbhagam,Kollam,Karunagapplly,"Thekkumbhagam Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
178,4,Malibhagam,Malibhagam,Kollam,Karunagapplly,"Malibhagam Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
179,5,Vadakkumbhagam,Vadakkumbhagam,Kollam,Karunagapplly,"Vadakkumbhagam Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
180,6,Thattassery -Chavara,Thattassery -Chavara,Kollam,Karunagapplly,"Thattassery -Chavara Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
181,7,Thannimoodu,Thannimoodu,Kollam,Karunagapplly,"Thannimoodu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
182,8,Madappally,Madappally,Kollam,Karunagapplly,"Madappally Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
183,9,Menampally,Menampally,Kollam,Karunagapplly,"Menampally Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
184,10,Panayannarkavu,Panayannarkavu,Kollam,Karunagapplly,"Panayannarkavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
185,11,Vaduthala,Vaduthala,Kollam,Karunagapplly,"Vaduthala Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
186,12,Arumurikkada,Arumurikkada,Kollam,Karunagapplly,"Arumurikkada Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
187,13,Chittoor,Chittoor,Kollam,Karunagapplly,"Chittoor Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
188,14,Ponmana,Ponmana,Kollam,Karunagapplly,"Ponmana Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
189,15,Edappally kotta,Edappally kotta,Kollam,Karunagapplly,"Edappally kotta Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
190,16,Motackkal,Motackkal,Kollam,Karunagapplly,"Motackkal Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
191,17,Koyivila,Koyivila,Kollam,Karunagapplly,"Koyivila Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
192,18,Puthensanketham,Puthensanketham,Kollam,Karunagapplly,"Puthensanketham Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
193,19,Arinalloor,Arinalloor,Kollam,Karunagapplly,"Arinalloor Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
194,20,Naduvilakkara,Naduvilakkara,Kollam,Karunagapplly,"Naduvilakkara Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
195,21,Mookkanattu Mukku,Mookkanattu Mukku,Kollam,Karunagapplly,"Mookkanattu Mukku Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
196,22,Chenamkara,Chenamkara,Kollam,Karunagapplly,"Chenamkara Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
197,23,Kallelibhagom,Kallelibhagom,Kollam,Karunagapplly,"Kallelibhagom Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
198,24,Veluthamanal,Veluthamanal,Kollam,Karunagapplly,"Veluthamanal Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
199,25,Valiyathurakkadavu,Valiyathurakkadavu,Kollam,Karunagapplly,"Valiyathurakkadavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
200,26,Maruthoorkulangara,Maruthoorkulangara,Kollam,Karunagapplly,"Maruthoorkulangara Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
201,27,Panikkarkadavu,Panikkarkadavu,Kollam,Karunagapplly,"Panikkarkadavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
202,28,Padanayarkulangara,Padanayarkulangara,Kollam,Karunagapplly,"Padanayarkulangara Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
203,29,Chettiyathumukku,Chettiyathumukku,Kollam,Karunagapplly,"Chettiyathumukku Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
204,30,Puthiyakavu,Puthiyakavu,Kollam,Karunagapplly,"Puthiyakavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
205,31,Vallikkavu,Vallikkavu,Kollam,Karunagapplly,"Vallikkavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
206,32,Kattilkkadavu,Kattilkkadavu,Kollam,Karunagapplly,"Kattilkkadavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
207,33,Ayiramthengu,Ayiramthengu,Kollam,Karunagapplly,"Ayiramthengu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
208,34,Thazhava,Thazhava,Kollam,Karunagapplly,"Thazhava Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
209,35,Valalimukku,Valalimukku,Kollam,Karunagapplly,"Valalimukku Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
210,36,Karoorkkavu,Karoorkkavu,Kollam,Karunagapplly,"Karoorkkavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
211,37,Kuttippuram,Kuttippuram,Kollam,Karunagapplly,"Kuttippuram Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
212,38,Malummelkkadavu,Malummelkkadavu,Kollam,Karunagapplly,"Malummelkkadavu Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
213,39,Valiyakulangara,Valiyakulangara,Kollam,Karunagapplly,"Valiyakulangara Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
214,40,Payikkuzhy,Payikkuzhy,Kollam,Karunagapplly,"Payikkuzhy Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
215,41,Vayanakathu Karayma,Vayanakathu Karayma,Kollam,Karunagapplly,"Vayanakathu Karayma Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
216,42,Kottampallil,Kottampallil,Kollam,Karunagapplly,"Kottampallil Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
217,43,Ochira,Ochira,Kollam,Karunagapplly,"Ochira Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
218,44,Manappally,Manappally,Kollam,Karunagapplly,"Manappally Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
219,45,Thattassery,Thattassery,Kollam,Karunagapplly,"Thattassery Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
220,46,Kaliyanchantha,Kaliyanchantha,Kollam,Karunagapplly,"Kaliyanchantha Toddy Shop, Karunagapplly, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
221,1,Kallukadavu,Kallukadavu,Kollam,Sasthamcotta,"Kallukadavu Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
222,2,Kottackkakom,Kottackkakom,Kollam,Sasthamcotta,"Kottackkakom Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
223,3,Venga,Venga,Kollam,Sasthamcotta,"Venga Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
224,4,Ithottuva,Ithottuva,Kollam,Sasthamcotta,"Ithottuva Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
225,5,Kanathar kunnam,Kanathar kunnam,Kollam,Sasthamcotta,"Kanathar kunnam Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
226,6,Sasthamcotta,Sasthamcotta,Kollam,Sasthamcotta,"Sasthamcotta Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
227,7,Muthupilakkad,Muthupilakkad,Kollam,Sasthamcotta,"Muthupilakkad Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
228,8,Parivila,Parivila,Kollam,Sasthamcotta,"Parivila Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
229,9,Nediyavila,Nediyavila,Kollam,Sasthamcotta,"Nediyavila Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
230,10,Puthanambalam,Puthanambalam,Kollam,Sasthamcotta,"Puthanambalam Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
231,11,Iverkala,Iverkala,Kollam,Sasthamcotta,"Iverkala Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
232,12,Panappetty,Panappetty,Kollam,Sasthamcotta,"Panappetty Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
233,13,Kambalady,Kambalady,Kollam,Sasthamcotta,"Kambalady Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
234,14,Sasthamnada,Sasthamnada,Kollam,Sasthamcotta,"Sasthamnada Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
235,15,Edakkadu,Edakkadu,Kollam,Sasthamcotta,"Edakkadu Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
236,16,Chakkuvally,Chakkuvally,Kollam,Sasthamcotta,"Chakkuvally Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
237,17,Patharam,Patharam,Kollam,Sasthamcotta,"Patharam Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
238,18,Thodiyoor,Thodiyoor,Kollam,Sasthamcotta,"Thodiyoor Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
239,19,Sooranad,Sooranad,Kollam,Sasthamcotta,"Sooranad Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
240,20,Parakkadavu,Parakkadavu,Kollam,Sasthamcotta,"Parakkadavu Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
241,21,Anayadi,Anayadi,Kollam,Sasthamcotta,"Anayadi Toddy Shop, Sasthamcotta, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
242,1,Karikkam,Karikkam,Kollam,Kottarakkara,"Karikkam Toddy Shop, Kottarakkara, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
243,2,Kottoor,Kottoor,Kollam,Kottarakkara,"Kottoor Toddy Shop, Kottarakkara, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
244,3,Sadanandapuram,Sadanandapuram,Kollam,Kottarakkara,"Sadanandapuram Toddy Shop, Kottarakkara, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
245,4,Manchadippana,Manchadippana,Kollam,Kottarakkara,"Manchadippana Toddy Shop, Kottarakkara, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
246,5,Mottavila,Mottavila,Kollam,Kottarakkara,"Mottavila Toddy Shop, Kottarakkara, Kollam, Kerala, India",,,,,,,,,,,0,0,0,
